,id_student,gender,region,highest_education,age_band,disability,final_result,score
5245,247457,F,South East Region,A Level or Equivalent,0-35,N,Distinction,86.0
5246,247967,F,West Midlands Region,Lower Than A Level,0-35,N,Withdrawn,76.0
5247,249154,F,Yorkshire Region,A Level or Equivalent,0-35,N,Fail,1.0
5248,252863,M,East Midlands Region,Lower Than A Level,35-55,N,Pass,75.0
5249,254612,M,Scotland,A Level or Equivalent,0-35,N,Fail,1.0
5250,258268,F,East Midlands Region,HE Qualification,0-35,N,Pass,68.0
5251,258840,F,London Region,A Level or Equivalent,0-35,N,Pass,56.0
5252,260137,M,West Midlands Region,HE Qualification,0-35,N,Pass,80.0
5253,260216,F,North Western Region,Lower Than A Level,0-35,N,Fail,71.0
5254,263448,F,South West Region,HE Qualification,0-35,N,Pass,79.0
5255,264694,F,Wales,Lower Than A Level,0-35,N,Fail,71.0
5256,265466,F,Ireland,A Level or Equivalent,35-55,N,Pass,77.0
5257,269510,F,East Midlands Region,A Level or Equivalent,0-35,Y,Fail,75.0
5258,275180,F,East Midlands Region,Lower Than A Level,35-55,N,Pass,47.0
5259,275296,F,East Midlands Region,A Level or Equivalent,0-35,N,Fail,86.0
5260,277967,M,London Region,Lower Than A Level,0-35,N,Pass,79.0
5261,280054,F,Wales,Lower Than A Level,0-35,N,Fail,72.0
5262,280152,F,South East Region,A Level or Equivalent,0-35,N,Distinction,69.0
5263,284246,F,Ireland,A Level or Equivalent,35-55,N,Fail,60.0
5264,284762,F,East Midlands Region,A Level or Equivalent,0-35,N,Pass,90.0
5265,285470,F,East Anglian Region,A Level or Equivalent,0-35,N,Pass,87.0
5266,286338,F,South Region,Lower Than A Level,35-55,N,Pass,58.0
5267,286947,F,East Midlands Region,A Level or Equivalent,0-35,N,Pass,56.0
5268,288086,F,North Western Region,A Level or Equivalent,0-35,N,Pass,62.0
5269,288655,F,North Region,A Level or Equivalent,0-35,N,Withdrawn,100.0
5270,290184,F,East Anglian Region,HE Qualification,0-35,N,Pass,81.0
5271,293387,F,Wales,Lower Than A Level,35-55,N,Pass,92.0
5272,293989,F,Yorkshire Region,A Level or Equivalent,0-35,Y,Withdrawn,23.0
5273,294134,F,East Anglian Region,A Level or Equivalent,0-35,N,Pass,56.0
5274,297685,F,South West Region,A Level or Equivalent,35-55,N,Pass,76.0
5275,297806,F,East Midlands Region,Lower Than A Level,35-55,N,Fail,1.0
5276,298187,F,Scotland,Lower Than A Level,0-35,N,Pass,72.0
5277,298303,F,Ireland,A Level or Equivalent,0-35,N,Distinction,86.0
5278,298961,F,South Region,Lower Than A Level,35-55,N,Pass,57.0
5279,300819,M,South Region,HE Qualification,0-35,N,Distinction,74.0
5280,303165,F,Yorkshire Region,Lower Than A Level,35-55,N,Pass,64.0
5281,303165,F,Yorkshire Region,Lower Than A Level,35-55,N,Pass,64.0
5282,305909,F,South Region,A Level or Equivalent,35-55,N,Pass,77.0
5283,306478,F,Ireland,Lower Than A Level,0-35,N,Pass,78.0
5284,306880,F,Wales,Lower Than A Level,0-35,N,Withdrawn,100.0
5285,308775,F,North Region,A Level or Equivalent,35-55,N,Distinction,61.0
5286,308850,M,Wales,Lower Than A Level,35-55,N,Fail,1.0
5287,314252,M,West Midlands Region,A Level or Equivalent,35-55,N,Pass,64.0
5288,314675,F,North Western Region,A Level or Equivalent,0-35,N,Pass,55.0
5289,314801,F,North Western Region,Lower Than A Level,0-35,N,Pass,77.0
5290,321450,F,Wales,Lower Than A Level,0-35,N,Pass,67.0
5291,322184,F,South West Region,Lower Than A Level,0-35,N,Withdrawn,44.0
5292,322574,F,South West Region,A Level or Equivalent,0-35,Y,Fail,1.0
5293,327224,F,Ireland,A Level or Equivalent,35-55,N,Fail,75.0
5294,327940,F,East Anglian Region,A Level or Equivalent,35-55,N,Pass,63.0
5295,330917,F,East Midlands Region,A Level or Equivalent,35-55,N,Pass,46.0
5296,335035,F,East Anglian Region,Lower Than A Level,35-55,N,Fail,60.0
5297,338554,F,Scotland,HE Qualification,0-35,N,Pass,56.0
5298,340216,F,South Region,A Level or Equivalent,0-35,N,Pass,82.0
5299,340592,F,Wales,A Level or Equivalent,0-35,N,Fail,100.0
5300,340899,M,Wales,Lower Than A Level,0-35,N,Withdrawn,68.0
5301,341611,F,North Western Region,Lower Than A Level,0-35,N,Fail,62.0
5302,342192,F,East Anglian Region,A Level or Equivalent,0-35,Y,Pass,64.0
5303,343138,F,London Region,A Level or Equivalent,35-55,N,Fail,68.0
5304,349924,F,North Region,Lower Than A Level,0-35,N,Withdrawn,1.0
5305,350312,F,Wales,A Level or Equivalent,0-35,N,Fail,85.0
5306,350797,F,London Region,Lower Than A Level,35-55,N,Pass,80.0
5307,351050,F,Ireland,Lower Than A Level,0-35,N,Pass,79.0
5308,357901,F,North Region,Lower Than A Level,0-35,N,Fail,38.0
5309,358001,F,Wales,A Level or Equivalent,0-35,N,Pass,69.0
5310,358204,F,Scotland,Lower Than A Level,0-35,N,Distinction,69.0
5311,361411,F,Scotland,HE Qualification,35-55,N,Pass,69.0
5312,363213,M,Scotland,A Level or Equivalent,0-35,N,Pass,78.0
5313,364527,F,Ireland,A Level or Equivalent,0-35,N,Pass,83.0
5314,365097,F,North Region,A Level or Equivalent,0-35,N,Distinction,66.0
5315,366479,F,East Anglian Region,A Level or Equivalent,35-55,N,Pass,72.0
5316,368521,F,North Western Region,A Level or Equivalent,0-35,N,Pass,60.0
5317,369234,F,Wales,Lower Than A Level,0-35,Y,Fail,29.0
5318,372602,F,South Region,A Level or Equivalent,0-35,N,Distinction,64.0
5319,373846,F,South Region,A Level or Equivalent,35-55,N,Withdrawn,40.0
5320,379212,F,North Western Region,Lower Than A Level,35-55,N,Withdrawn,80.0
5321,379720,F,East Midlands Region,Lower Than A Level,0-35,Y,Pass,53.0
5322,380515,F,London Region,Lower Than A Level,35-55,N,Withdrawn,100.0
5323,381882,F,East Anglian Region,A Level or Equivalent,0-35,N,Fail,49.0
5324,384266,F,West Midlands Region,A Level or Equivalent,0-35,N,Withdrawn,100.0
5325,385341,F,North Western Region,A Level or Equivalent,0-35,N,Fail,40.0
5326,385405,M,Ireland,A Level or Equivalent,35-55,N,Pass,75.0
5327,387406,F,Wales,Lower Than A Level,0-35,N,Fail,61.0
5328,387773,F,Scotland,A Level or Equivalent,0-35,N,Distinction,88.0
5329,388738,M,South Region,A Level or Equivalent,35-55,N,Withdrawn,78.0
5330,391937,F,South West Region,A Level or Equivalent,35-55,N,Pass,83.0
5331,391937,F,South West Region,A Level or Equivalent,35-55,N,Pass,83.0
5332,394314,F,Yorkshire Region,Lower Than A Level,0-35,N,Withdrawn,63.0
5333,395169,F,South East Region,Lower Than A Level,0-35,Y,Withdrawn,100.0
5334,395320,F,South Region,HE Qualification,35-55,N,Pass,58.0
5335,395822,F,South West Region,A Level or Equivalent,0-35,N,Pass,67.0
5336,396016,F,East Anglian Region,A Level or Equivalent,0-35,N,Fail,40.0
5337,396673,F,South Region,A Level or Equivalent,35-55,N,Withdrawn,49.0
5338,397414,F,West Midlands Region,A Level or Equivalent,0-35,Y,Pass,58.0
5339,398442,M,Scotland,A Level or Equivalent,0-35,N,Pass,73.0
5340,399737,M,East Anglian Region,A Level or Equivalent,35-55,N,Distinction,79.0
5341,400549,F,Wales,A Level or Equivalent,0-35,N,Pass,70.0
5342,401317,F,Scotland,A Level or Equivalent,0-35,N,Pass,42.0
5343,402180,F,Yorkshire Region,Lower Than A Level,0-35,N,Pass,80.0
5344,403213,F,South Region,A Level or Equivalent,0-35,N,Pass,65.0
5345,404121,F,Wales,Lower Than A Level,0-35,N,Pass,56.0
5346,404415,F,Yorkshire Region,Lower Than A Level,0-35,N,Pass,82.0
5347,406000,F,South East Region,Lower Than A Level,35-55,N,Pass,69.0
5348,409708,F,East Anglian Region,Lower Than A Level,0-35,N,Pass,64.0
5349,411105,F,South Region,A Level or Equivalent,0-35,N,Withdrawn,66.0
5350,411105,F,South Region,A Level or Equivalent,0-35,N,Pass,66.0
5351,411150,F,Yorkshire Region,Lower Than A Level,0-35,N,Withdrawn,48.0
5352,412081,F,Ireland,A Level or Equivalent,35-55,N,Pass,69.0
5353,412343,F,Scotland,Lower Than A Level,0-35,Y,Fail,55.0
5354,417971,F,Scotland,HE Qualification,35-55,Y,Withdrawn,92.0
5355,417986,F,South East Region,Lower Than A Level,0-35,N,Pass,54.0
5356,418077,F,Scotland,HE Qualification,0-35,N,Pass,78.0
5357,419924,F,Scotland,HE Qualification,35-55,Y,Withdrawn,45.0
5358,420631,F,Yorkshire Region,Lower Than A Level,35-55,N,Pass,61.0
5359,423398,F,Scotland,HE Qualification,0-35,N,Pass,59.0
5360,423613,F,West Midlands Region,HE Qualification,0-35,Y,Withdrawn,100.0
5361,424220,M,South East Region,A Level or Equivalent,0-35,N,Pass,63.0
5362,425314,F,London Region,Lower Than A Level,35-55,N,Withdrawn,100.0
5363,425772,F,Yorkshire Region,Lower Than A Level,0-35,N,Pass,47.0
5364,426624,F,West Midlands Region,Lower Than A Level,0-35,N,Distinction,88.0
5365,430530,F,South Region,Lower Than A Level,0-35,N,Withdrawn,85.0
5366,433064,F,Wales,A Level or Equivalent,0-35,N,Fail,61.0
5367,435287,F,Wales,Lower Than A Level,35-55,N,Fail,68.0
5368,437550,F,London Region,A Level or Equivalent,35-55,N,Pass,59.0
5369,439677,F,North Western Region,Lower Than A Level,0-35,N,Pass,80.0
5370,439677,F,North Western Region,Lower Than A Level,0-35,N,Distinction,80.0
5371,439806,F,Scotland,A Level or Equivalent,0-35,N,Distinction,93.0
5372,442745,F,South Region,A Level or Equivalent,35-55,N,Withdrawn,72.0
5373,444361,F,Scotland,A Level or Equivalent,0-35,N,Distinction,87.0
5374,444545,F,Scotland,Lower Than A Level,35-55,N,Pass,73.0
5375,444768,F,London Region,A Level or Equivalent,0-35,N,Pass,74.0
5376,445647,F,South West Region,A Level or Equivalent,0-35,N,Withdrawn,100.0
5377,445774,M,South East Region,HE Qualification,0-35,N,Distinction,83.0
5378,446619,M,Ireland,A Level or Equivalent,0-35,N,Withdrawn,100.0
5379,447124,F,Scotland,A Level or Equivalent,35-55,N,Pass,60.0
5380,447324,F,Scotland,Lower Than A Level,35-55,N,Fail,33.0
5381,469579,M,London Region,Lower Than A Level,0-35,N,Pass,60.0
5382,470464,F,West Midlands Region,A Level or Equivalent,0-35,Y,Pass,63.0
5383,473271,F,South East Region,A Level or Equivalent,0-35,N,Pass,72.0
5384,473271,F,South East Region,A Level or Equivalent,0-35,N,Pass,72.0
5385,474387,F,East Midlands Region,Lower Than A Level,35-55,N,Pass,91.0
5386,474408,F,London Region,Lower Than A Level,35-55,Y,Pass,79.0
5387,475363,F,Wales,A Level or Equivalent,0-35,N,Pass,50.0
5388,476769,F,South East Region,A Level or Equivalent,0-35,N,Pass,73.0
5389,478412,F,North Western Region,A Level or Equivalent,35-55,N,Distinction,67.0
5390,481593,F,Wales,HE Qualification,35-55,N,Distinction,81.0
5391,481790,F,Ireland,A Level or Equivalent,0-35,N,Pass,74.0
5392,483315,F,North Western Region,Lower Than A Level,0-35,N,Pass,58.0
5393,483508,F,Ireland,Lower Than A Level,35-55,N,Distinction,84.0
5394,483674,F,Wales,No Formal quals,0-35,N,Fail,1.0
5395,484252,F,Yorkshire Region,A Level or Equivalent,0-35,N,Pass,43.0
5396,484490,F,South Region,A Level or Equivalent,35-55,N,Pass,58.0
5397,484550,F,Wales,Lower Than A Level,0-35,N,Fail,100.0
5398,485853,F,Scotland,HE Qualification,0-35,Y,Withdrawn,100.0
5399,486516,F,East Midlands Region,A Level or Equivalent,0-35,N,Fail,60.0
5400,490299,F,South Region,Lower Than A Level,0-35,N,Withdrawn,1.0
5401,491387,M,South Region,A Level or Equivalent,0-35,N,Distinction,66.0
5402,492579,F,West Midlands Region,A Level or Equivalent,0-35,N,Withdrawn,100.0
5403,492592,F,South West Region,Lower Than A Level,0-35,N,Distinction,76.0
5404,492676,F,Scotland,A Level or Equivalent,0-35,Y,Pass,66.0
5405,492979,F,East Anglian Region,A Level or Equivalent,0-35,N,Pass,55.0
5406,493443,F,London Region,No Formal quals,35-55,N,Pass,33.0
5407,493460,F,West Midlands Region,Lower Than A Level,0-35,N,Pass,82.0
5408,493609,F,Ireland,Lower Than A Level,0-35,N,Withdrawn,100.0
5409,493763,F,South Region,A Level or Equivalent,0-35,N,Withdrawn,75.0
5410,493763,F,South Region,A Level or Equivalent,0-35,N,Pass,75.0
5411,494212,F,West Midlands Region,Lower Than A Level,35-55,N,Withdrawn,80.0
5412,494212,F,West Midlands Region,Lower Than A Level,35-55,N,Pass,80.0
5413,495239,F,Yorkshire Region,Lower Than A Level,0-35,N,Fail,44.0
5414,495489,F,Ireland,Lower Than A Level,35-55,N,Fail,72.0
5415,495522,F,London Region,A Level or Equivalent,0-35,N,Withdrawn,86.0
5416,496381,M,North Region,A Level or Equivalent,0-35,N,Pass,84.0
5417,497074,F,East Midlands Region,Lower Than A Level,35-55,N,Pass,81.0
5418,497074,F,East Midlands Region,Lower Than A Level,35-55,N,Pass,81.0
5419,497084,M,South East Region,Lower Than A Level,0-35,Y,Pass,75.0
5420,499790,F,London Region,A Level or Equivalent,35-55,Y,Pass,64.0
5421,499819,F,Yorkshire Region,A Level or Equivalent,0-35,N,Pass,71.0
5422,500502,F,East Anglian Region,Lower Than A Level,0-35,N,Fail,59.0
5423,502767,F,South East Region,A Level or Equivalent,35-55,N,Pass,78.0
5424,503663,F,East Midlands Region,Lower Than A Level,35-55,Y,Withdrawn,72.0
5425,503663,F,East Midlands Region,Lower Than A Level,35-55,Y,Distinction,72.0
5426,504597,M,South Region,Lower Than A Level,55<=,N,Pass,49.0
5427,505878,F,East Midlands Region,A Level or Equivalent,0-35,N,Fail,55.0
5428,506020,F,Scotland,HE Qualification,0-35,N,Pass,76.0
5429,506219,F,West Midlands Region,A Level or Equivalent,35-55,N,Pass,81.0
5430,506679,F,London Region,Lower Than A Level,0-35,N,Withdrawn,80.0
5431,506679,F,London Region,Lower Than A Level,0-35,N,Pass,80.0
5432,507014,F,East Anglian Region,A Level or Equivalent,0-35,N,Pass,65.0
5433,507149,F,Yorkshire Region,HE Qualification,35-55,N,Distinction,96.0
5434,507386,F,Yorkshire Region,Lower Than A Level,35-55,N,Fail,29.0
5435,507783,F,Wales,HE Qualification,0-35,N,Pass,80.0
5436,509466,F,Ireland,HE Qualification,0-35,N,Fail,67.0
5437,509578,F,West Midlands Region,A Level or Equivalent,0-35,N,Pass,32.0
5438,509935,F,Yorkshire Region,Lower Than A Level,0-35,N,Pass,76.0
5439,510068,F,Scotland,HE Qualification,0-35,N,Fail,72.0
5440,510471,F,South Region,Lower Than A Level,35-55,N,Pass,77.0
5441,511001,F,East Anglian Region,A Level or Equivalent,0-35,Y,Pass,77.0
5442,511295,F,Scotland,HE Qualification,35-55,N,Fail,100.0
5443,511807,F,East Midlands Region,Lower Than A Level,35-55,N,Pass,42.0
5444,512411,F,Wales,A Level or Equivalent,0-35,N,Distinction,84.0
5445,512722,F,West Midlands Region,Lower Than A Level,0-35,N,Pass,55.0
5446,513250,F,Scotland,HE Qualification,35-55,N,Fail,84.0
5447,513751,F,North Western Region,HE Qualification,35-55,Y,Pass,45.0
5448,515329,F,South Region,A Level or Equivalent,0-35,Y,Pass,60.0
5449,515349,F,Yorkshire Region,HE Qualification,35-55,N,Distinction,89.0
5450,516434,F,East Anglian Region,A Level or Equivalent,35-55,N,Pass,69.0
5451,516434,F,East Anglian Region,A Level or Equivalent,35-55,N,Pass,69.0
5452,516588,F,Yorkshire Region,A Level or Equivalent,0-35,N,Fail,86.0
5453,518389,M,Scotland,HE Qualification,35-55,Y,Pass,76.0
5454,520076,F,West Midlands Region,Lower Than A Level,0-35,N,Pass,70.0
5455,520972,F,Scotland,HE Qualification,0-35,N,Pass,67.0
5456,521164,F,South West Region,Lower Than A Level,0-35,Y,Fail,83.0
5457,521164,F,South West Region,Lower Than A Level,0-35,Y,Distinction,83.0
5458,522189,F,Wales,Lower Than A Level,0-35,N,Pass,61.0
5459,522381,F,Scotland,Lower Than A Level,35-55,N,Pass,59.0
5460,522478,F,East Midlands Region,Lower Than A Level,35-55,Y,Fail,1.0
5461,523132,F,East Anglian Region,A Level or Equivalent,0-35,N,Pass,72.0
5462,523831,F,West Midlands Region,A Level or Equivalent,0-35,N,Withdrawn,80.0
5463,523905,F,South Region,Lower Than A Level,35-55,N,Pass,70.0
5464,524043,F,West Midlands Region,A Level or Equivalent,0-35,N,Distinction,82.0
5465,527102,F,East Anglian Region,A Level or Equivalent,0-35,N,Fail,79.0
5466,527742,F,North Western Region,Lower Than A Level,0-35,N,Fail,81.0
5467,527742,F,North Western Region,Lower Than A Level,0-35,N,Distinction,81.0
5468,528432,F,North Western Region,A Level or Equivalent,0-35,N,Distinction,90.0
5469,528702,F,Wales,Lower Than A Level,0-35,N,Fail,48.0
5470,530772,F,Wales,A Level or Equivalent,35-55,N,Pass,85.0
5471,530941,F,East Anglian Region,Lower Than A Level,0-35,N,Pass,83.0
5472,531450,F,Wales,Lower Than A Level,35-55,N,Fail,68.0
5473,531753,M,Scotland,Lower Than A Level,35-55,N,Pass,79.0
5474,531865,M,Scotland,HE Qualification,35-55,N,Pass,65.0
5475,532779,F,East Anglian Region,A Level or Equivalent,35-55,N,Pass,51.0
5476,533209,F,Wales,HE Qualification,35-55,N,Pass,75.0
5477,534588,F,South Region,A Level or Equivalent,35-55,N,Withdrawn,1.0
5478,534715,M,North Western Region,A Level or Equivalent,35-55,N,Pass,75.0
5479,534884,F,Wales,Lower Than A Level,0-35,N,Withdrawn,77.0
5480,535963,F,Yorkshire Region,HE Qualification,35-55,N,Distinction,71.0
5481,536767,F,Wales,Lower Than A Level,0-35,Y,Fail,58.0
5482,537194,F,North Western Region,A Level or Equivalent,35-55,N,Pass,79.0
5483,537640,F,South Region,Lower Than A Level,0-35,Y,Distinction,68.0
5484,539635,F,South East Region,HE Qualification,35-55,N,Distinction,82.0
5485,541315,F,East Midlands Region,Lower Than A Level,0-35,N,Fail,42.0
5486,541476,F,Wales,A Level or Equivalent,35-55,N,Pass,59.0
5487,542164,F,Scotland,HE Qualification,0-35,N,Pass,73.0
5488,543439,F,South Region,A Level or Equivalent,0-35,N,Pass,59.0
5489,545964,F,South West Region,A Level or Equivalent,0-35,N,Pass,75.0
5490,546250,F,North Western Region,HE Qualification,0-35,Y,Pass,62.0
5491,547408,F,Scotland,A Level or Equivalent,0-35,N,Pass,60.0
5492,547788,F,Scotland,HE Qualification,0-35,N,Pass,77.0
5493,549288,F,East Anglian Region,A Level or Equivalent,0-35,N,Withdrawn,100.0
5494,549775,F,London Region,Lower Than A Level,0-35,N,Distinction,66.0
5495,550081,M,South West Region,Lower Than A Level,35-55,N,Pass,70.0
5496,550245,F,South Region,Lower Than A Level,0-35,N,Pass,72.0
5497,551000,F,Wales,A Level or Equivalent,0-35,N,Fail,38.0
5498,551237,F,West Midlands Region,Lower Than A Level,35-55,N,Withdrawn,1.0
5499,551242,F,South West Region,HE Qualification,35-55,N,Pass,70.0
5500,551276,F,East Anglian Region,Lower Than A Level,0-35,N,Pass,77.0
5501,551922,F,London Region,Lower Than A Level,0-35,N,Pass,68.0
5502,552698,M,South West Region,Lower Than A Level,35-55,Y,Fail,52.0
5503,554048,F,North Western Region,A Level or Equivalent,35-55,N,Pass,62.0
5504,554599,F,Wales,A Level or Equivalent,0-35,Y,Pass,75.0
5505,555749,F,Scotland,A Level or Equivalent,0-35,N,Pass,88.0
5506,556290,F,East Anglian Region,Lower Than A Level,0-35,Y,Withdrawn,1.0
5507,556644,F,East Anglian Region,A Level or Equivalent,0-35,N,Distinction,63.0
5508,557085,F,Yorkshire Region,Lower Than A Level,35-55,N,Withdrawn,97.0
5509,557085,F,Yorkshire Region,Lower Than A Level,35-55,N,Distinction,97.0
5510,557085,F,Yorkshire Region,Lower Than A Level,35-55,N,Pass,97.0
5511,559973,F,East Anglian Region,Lower Than A Level,0-35,N,Withdrawn,57.0
5512,560089,F,South Region,A Level or Equivalent,35-55,N,Pass,56.0
5513,560597,F,North Western Region,A Level or Equivalent,35-55,N,Distinction,89.0
5514,560652,M,South East Region,Lower Than A Level,35-55,N,Pass,76.0
5515,561206,F,East Anglian Region,HE Qualification,35-55,N,Pass,51.0
5516,561608,F,Yorkshire Region,A Level or Equivalent,0-35,N,Pass,36.0
5517,561618,F,Scotland,HE Qualification,0-35,N,Pass,67.0
5518,561752,F,Yorkshire Region,Lower Than A Level,0-35,N,Pass,77.0
5519,561979,F,East Anglian Region,A Level or Equivalent,0-35,Y,Pass,69.0
5520,562239,F,South Region,Lower Than A Level,0-35,N,Pass,60.0
5521,563027,F,South East Region,A Level or Equivalent,0-35,N,Pass,43.0
5522,563302,F,West Midlands Region,A Level or Equivalent,0-35,N,Pass,43.0
5523,563820,F,West Midlands Region,A Level or Equivalent,0-35,Y,Pass,71.0
5524,564115,F,South East Region,Lower Than A Level,35-55,N,Distinction,69.0
5525,564278,F,London Region,Lower Than A Level,35-55,N,Pass,66.0
5526,565182,F,Scotland,A Level or Equivalent,35-55,N,Pass,87.0
5527,565273,F,Yorkshire Region,A Level or Equivalent,0-35,N,Distinction,95.0
5528,565575,F,East Midlands Region,A Level or Equivalent,35-55,N,Pass,82.0
5529,565576,F,North Western Region,A Level or Equivalent,35-55,N,Pass,75.0
5530,565599,F,London Region,HE Qualification,0-35,N,Distinction,70.0
5531,568019,F,South Region,Lower Than A Level,0-35,N,Pass,58.0
5532,568232,F,Yorkshire Region,A Level or Equivalent,35-55,N,Pass,71.0
5533,568749,F,Yorkshire Region,HE Qualification,0-35,N,Pass,77.0
5534,569589,F,South East Region,Lower Than A Level,35-55,N,Pass,82.0
5535,569981,F,South Region,A Level or Equivalent,35-55,N,Pass,70.0
5536,570275,F,Scotland,A Level or Equivalent,35-55,N,Pass,75.0
